time,datetime,elevation,slope,aspect,hillshade,time_end
1336089600000,2012-05-04,452.75537109375,5.0,296.0,196.0,1336089600000
1371772800000,2013-06-21,454.2621765136719,5.0,299.0,195.0,1371340800000
1371772800000,2013-06-21,451.19989013671875,5.0,299.0,195.0,1371772800000
1413676800000,2014-10-19,454.2557373046875,6.0,298.0,196.0,1413676800000
1438387200000,2015-08-01,452.63629150390625,6.0,294.0,197.0,1438387200000
1439683200000,2015-08-16,449.9975891113281,5.0,296.0,196.0,1439683200000
1457222400000,2016-03-06,449.41229248046875,6.0,298.0,196.0,1457222400000
1462060800000,2016-05-01,456.178466796875,6.0,297.0,196.0,1462060800000
1462320000000,2016-05-04,454.06890869140625,5.0,297.0,195.0,1462320000000
1470096000000,2016-08-02,449.6883239746094,5.0,297.0,195.0,1470096000000
1502323200000,2017-08-10,449.53759765625,6.0,297.0,196.0,1502323200000
