time,datetime,elevation,slope,aspect,hillshade,time_end
1334966400000,2012-04-21,1286.4630126953125,19.0,47.0,137.0,1334966400000
1349654400000,2012-10-08,1280.6142578125,20.0,70.0,123.0,1349654400000
1395273600000,2014-03-20,1293.592529296875,16.0,29.0,156.0,1395273600000
1402617600000,2014-06-13,1286.958251953125,24.0,67.0,111.0,1402617600000
1432684800000,2015-05-27,1274.6231689453125,23.0,58.0,121.0,1432684800000
1432684800000,2015-05-27,1275.271484375,22.0,47.0,132.0,1432684800000
1466467200000,2016-06-21,1287.074951171875,22.0,69.0,118.0,1466467200000
1497398400000,2017-06-14,1288.8685302734375,17.0,53.0,137.0,1497398400000
1498435200000,2017-06-26,1277.8187255859375,19.0,34.0,148.0,1498435200000
1498608000000,2017-06-28,1284.4150390625,21.0,45.0,135.0,1498608000000
