time,datetime,longitude,latitude,Blue,Green,Red,NIR,visnirAlbedo
1275933621639,2010-06-07 18:00:21.639,-55.521265467138306,81.0346771775305,0.987916886806488,0.9628697037696838,0.9603678584098816,0.8897479772567749,0.7418749313533306
1276105680041,2010-06-09 17:48:00.041,-55.521265467138306,81.0346771775305,0.9713445901870728,0.9647775292396545,0.959492564201355,0.8914117217063904,0.7339450655162336
1276366710270,2010-06-12 18:18:30.270,-55.521265467138306,81.0346771775305,0.9758890867233276,0.9533603191375732,0.951235294342041,0.8797322511672974,0.7326573154449463
1276449820632,2010-06-13 17:23:40.632,-55.521265467138306,81.0346771775305,0.9779492616653442,0.9515717029571533,0.949513852596283,0.8779686689376831,0.734327613401413
1276538792482,2010-06-14 18:06:32.482,-55.521265467138306,81.0346771775305,0.977282702922821,0.9585472345352173,0.9561954736709595,0.8954712748527527,0.7431918867468834
1276627740425,2010-06-15 18:49:00.425,-55.521265467138306,81.0346771775305,0.8120139837265015,0.7546766996383667,0.7296905517578125,0.6094393730163574,0.6072230333447457
1276627764299,2010-06-15 18:49:24.299,-55.521265467138306,81.0346771775305,0.8138620853424072,0.7672266960144043,0.7418575882911682,0.6241801977157593,0.609903799545765
1276888795350,2010-06-18 19:19:55.350,-55.521265467138306,81.0346771775305,0.9649216532707214,0.9439701437950134,0.9469462037086487,0.8929424285888672,0.7366822706520559
1277232913081,2010-06-22 18:55:13.081,-55.521265467138306,81.0346771775305,0.9708295464515686,0.9386938214302063,0.9456040859222412,0.8772366046905518,0.7250099783122541
1277316023718,2010-06-23 18:00:23.718,-55.521265467138306,81.0346771775305,0.9676180481910706,0.955983579158783,0.9467711448669434,0.8737426996231079,0.7312152841866015
1277404995790,2010-06-24 18:43:15.790,-55.521265467138306,81.0346771775305,0.969314694404602,0.9545825123786926,0.9569832682609558,0.8698163032531738,0.7090156331777573
1277493944009,2010-06-25 19:25:44.009,-55.521265467138306,81.0346771775305,0.956347644329071,0.9485906958580017,0.9278057813644409,0.8470561504364014,0.7271092022001746
1277493967882,2010-06-25 19:26:07.882,-55.521265467138306,81.0346771775305,0.9783127903938293,0.9554768204689026,0.9397685527801514,0.8657234311103821,0.7444730100154877
1277577054606,2010-06-26 18:30:54.606,-55.521265467138306,81.0346771775305,0.9610133767127991,0.948024332523346,0.9412566423416138,0.8478214740753174,0.706181890076399
1277749113368,2010-06-28 18:18:33.368,-55.521265467138306,81.0346771775305,0.9798579216003418,0.9645688533782959,0.9487844109535217,0.8273240923881531,0.7013198006808761
1277754998697,2010-06-28 19:56:38.697,-55.521265467138306,81.0346771775305,0.9659214615821838,0.9481734037399292,0.9198986887931824,0.8247619271278381,0.7281945069909097
1277921195957,2010-06-30 18:06:35.957,-55.521265467138306,81.0346771775305,0.9628311991691589,0.9378591179847717,0.9173018932342529,0.8028669953346252,0.7022490616440775
1277927057421,2010-06-30 19:44:17.421,-55.521265467138306,81.0346771775305,0.9822816848754883,0.9545527100563049,0.939593493938446,0.8276901245117188,0.7122839781880381
1278093254641,2010-07-02 17:54:14.641,-55.521265467138306,81.0346771775305,0.9795550107955933,0.9549700617790222,0.9257633686065674,0.773518443107605,0.6864222157597544
1278182226624,2010-07-03 18:37:06.624,-55.521265467138306,81.0346771775305,0.9693752527236938,0.955536425113678,0.923224925994873,0.7712557315826416,0.6817340901374818
1278271198620,2010-07-04 19:19:58.620,-55.521265467138306,81.0346771775305,0.971677839756012,0.9511842131614685,0.9279224872589111,0.7649667263031006,0.6655807341992857
1278615315835,2010-07-08 18:55:15.835,-55.521265467138306,81.0346771775305,0.9886137247085571,0.9684441685676575,0.9286227822303772,0.7467653155326843,0.6744917264401913
1279137400660,2010-07-14 19:56:40.660,-55.521265467138306,81.0346771775305,0.9273234009742737,0.9008052945137024,0.861164391040802,0.731558620929718,0.6832156035661696
1280341857105,2010-07-28 18:30:57.105,-55.521265467138306,81.0346771775305,0.997127115726471,0.9565798044204712,0.9452247619628906,0.8887497782707214,0.7707048829317094
