time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1347753600000,2012-09-16,-47.617941496371806,61.2743101086136,1112.14111328125,1.0,264.0,185.0,1347753600000
1347840000000,2012-09-17,-47.617941496371806,61.2743101086136,1112.3369140625,1.0,251.0,184.0,1347753600000
1347840000000,2012-09-17,-47.617941496371806,61.2743101086136,1109.111328125,3.0,220.0,186.0,1347840000000
1347840000000,2012-09-17,-47.617941496371806,61.2743101086136,1109.34912109375,3.0,316.0,187.0,1347840000000
1359244800000,2013-01-27,-47.617941496371806,61.2743101086136,1111.0841064453125,1.0,293.0,183.0,1359244800000
1359244800000,2013-01-27,-47.617941496371806,61.2743101086136,1109.36376953125,1.0,275.0,184.0,1359244800000
1387670400000,2013-12-22,-47.617941496371806,61.2743101086136,1112.998779296875,1.0,270.0,185.0,1387670400000
1433203200000,2015-06-02,-47.617941496371806,61.2743101086136,1111.30859375,1.0,268.0,184.0,1433203200000
1433894400000,2015-06-10,-47.617941496371806,61.2743101086136,1112.1295166015625,1.0,228.0,182.0,1433894400000
1434412800000,2015-06-16,-47.617941496371806,61.2743101086136,1113.894287109375,1.0,294.0,183.0,1434412800000
1461110400000,2016-04-20,-47.617941496371806,61.2743101086136,1109.3818359375,1.0,266.0,184.0,1461110400000
1462233600000,2016-05-03,-47.617941496371806,61.2743101086136,1113.68994140625,1.0,296.0,183.0,1462233600000
1487721600000,2017-02-22,-47.617941496371806,61.2743101086136,1113.4505615234375,1.0,263.0,183.0,1487721600000
1499212800000,2017-07-05,-47.617941496371806,61.2743101086136,1111.7535400390625,1.0,292.0,183.0,1499212800000
1499817600000,2017-07-12,-47.617941496371806,61.2743101086136,1109.3192138671875,1.0,285.0,183.0,1499817600000
