time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1344556800000,2012-08-10,-43.015512969713846,63.36208466043578,2178.750244140625,2.0,113.0,174.0,1344556800000
1369526400000,2013-05-26,-43.015512969713846,63.36208466043578,2183.391357421875,2.0,109.0,174.0,1369526400000
1429574400000,2015-04-21,-43.015512969713846,63.36208466043578,2180.96240234375,1.0,86.0,176.0,1429574400000
1445558400000,2015-10-23,-43.015512969713846,63.36208466043578,1657.9150390625,6.0,151.0,172.0,1445558400000
1445558400000,2015-10-23,-43.015512969713846,63.36208466043578,1792.317626953125,21.0,346.0,197.0,1445558400000
1446940800000,2015-11-08,-43.015512969713846,63.36208466043578,2181.882080078125,2.0,102.0,173.0,1446940800000
1463270400000,2016-05-15,-43.015512969713846,63.36208466043578,2180.501220703125,3.0,116.0,172.0,1463270400000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1904.407958984375,15.0,231.0,217.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1617.873046875,23.0,15.0,162.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1957.6177978515625,3.0,27.0,176.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1629.676025390625,3.0,329.0,185.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1843.8634033203125,9.0,120.0,156.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1979.0145263671875,15.0,198.0,195.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1606.616943359375,7.0,321.0,194.0,1478995200000
1478822400000,2016-11-11,-43.015512969713846,63.36208466043578,1615.3572998046875,5.0,337.0,187.0,1478995200000
1478995200000,2016-11-13,-43.015512969713846,63.36208466043578,2180.135986328125,2.0,104.0,174.0,1478995200000
1500249600000,2017-07-17,-43.015512969713846,63.36208466043578,2179.960693359375,2.0,110.0,173.0,1500249600000
1504569600000,2017-09-05,-43.015512969713846,63.36208466043578,2180.0791015625,2.0,106.0,173.0,1504569600000
