time,datetime,elevation
1342396800000,2012-07-16,310.347412109375
1364601600000,2013-03-30,314.1300354003906
1410739200000,2014-09-15,303.8263854980469
1414368000000,2014-10-27,307.4552917480469
1414368000000,2014-10-27,301.5566101074219
1436918400000,2015-07-15,299.7828674316406
1436918400000,2015-07-15,302.49481201171875
1436918400000,2015-07-15,305.4139404296875
1439596800000,2015-08-15,301.76776123046875
1439596800000,2015-08-15,302.428466796875
1468627200000,2016-07-16,300.7145690917969
1470096000000,2016-08-02,303.8912353515625
1493424000000,2017-04-29,300.2215576171875
1500768000000,2017-07-23,294.8746337890625
1500768000000,2017-07-23,295.33575439453125
1505174400000,2017-09-12,295.65765380859375
