time,datetime,elevation
1276992000000,2010-06-20,255.50650024414062
1277164800000,2010-06-22,254.1695556640625
1277164800000,2010-06-22,270.31317138671875
1283126400000,2010-08-30,252.49017333984375
1299974400000,2011-03-13,250.27435302734375
1300406400000,2011-03-18,247.84109497070312
1301097600000,2011-03-26,254.30508422851562
1301443200000,2011-03-30,250.3946990966797
1301443200000,2011-03-30,250.7216339111328
1301788800000,2011-04-03,253.90635681152344
1302566400000,2011-04-12,251.94287109375
1302566400000,2011-04-12,249.2950439453125
1306195200000,2011-05-24,254.12677001953125
1308009600000,2011-06-14,257.8027038574219
1308096000000,2011-06-15,248.57977294921875
1309910400000,2011-07-06,263.40875244140625
1311292800000,2011-07-22,274.486572265625
1312156800000,2011-08-01,249.0646209716797
1332892800000,2012-03-28,249.81430053710938
1340841600000,2012-06-28,246.72991943359375
1363305600000,2013-03-15,251.1801300048828
1365724800000,2013-04-12,243.24783325195312
1365724800000,2013-04-12,243.59490966796875
1365724800000,2013-04-12,242.96710205078125
1366502400000,2013-04-21,253.93807983398438
1367280000000,2013-04-30,250.39767456054688
1367625600000,2013-05-04,248.74867248535156
1368576000000,2013-05-15,244.8170928955078
1368662400000,2013-05-16,246.50457763671875
1370217600000,2013-06-03,246.83001708984375
1372723200000,2013-07-02,246.84719848632812
1374105600000,2013-07-18,242.8857421875
1376870400000,2013-08-19,262.083984375
1377216000000,2013-08-23,272.6036682128906
1377216000000,2013-08-23,242.10415649414062
1380499200000,2013-09-30,248.543212890625
1395964800000,2014-03-28,250.96412658691406
1397692800000,2014-04-17,243.7334442138672
1404086400000,2014-06-30,238.60977172851562
1405468800000,2014-07-16,240.71519470214844
1409184000000,2014-08-28,242.62435913085938
1411257600000,2014-09-21,242.19171142578125
1412726400000,2014-10-08,243.98306274414062
1428796800000,2015-04-12,245.98001098632812
1439683200000,2015-08-16,242.16769409179688
1443052800000,2015-09-24,244.08633422851562
1460505600000,2016-04-13,240.2171630859375
1491436800000,2017-04-06,239.1204833984375
1491696000000,2017-04-09,237.43441772460938
1499904000000,2017-07-13,239.14895629882812
1505260800000,2017-09-13,241.15667724609375
