time,datetime,elevation
1342396800000,2012-07-16,942.7945556640625
1364601600000,2013-03-30,948.321044921875
1436918400000,2015-07-15,940.4611206054688
1468627200000,2016-07-16,939.2965087890625
1470096000000,2016-08-02,942.6705322265625
1500768000000,2017-07-23,937.0479736328125
1504396800000,2017-09-03,938.2064208984375
