2.25738982339367,1.698994106042,2.37298314899224,3.94898924023836,4.36717629199251
1.771096470211,1.78192828336869,2.06804760584998,3.23309540851176,5.19968714060063
2.03779139439383,1.52316799253585,2.03172098965827,3.43051903700334,3.87677793609333
1.85076645857237,1.77790011454118,2.11645611143912,2.95548187745344,4.2705378544825
1.93420829516818,1.45234764608624,1.77476527784468,3.56475180193322,4.42622289881296
1.93067698939891,1.58355836052813,2.15272875516802,3.91830230936066,4.48178083586219
1.82801458516178,1.75099102799653,1.86593837078219,3.51572399566216,4.80205709469572
1.75275038919975,2.01888024132646,1.87765077326987,5.13078206471712,5.76345656392768
2.290315140801,1.94012888180562,2.23537238945101,3.6954210659785,5.11850843330268
1.75955256185573,1.49568135856988,2.15301274385289,2.81510001363864,4.67663388123237
