time,datetime,elevation,slope,aspect,hillshade,time_end
1278115200000,2010-07-03,1324.436279296875,1.0,324.0,181.0,1278115200000
1335916800000,2012-05-02,1325.8477783203125,1.0,322.0,181.0,1335916800000
1364169600000,2013-03-25,1332.864013671875,1.0,320.0,181.0,1364601600000
1364601600000,2013-03-30,1327.201171875,1.0,322.0,181.0,1364601600000
1370044800000,2013-06-01,1319.6680908203125,1.0,320.0,181.0,1370044800000
1378425600000,2013-09-06,1325.683837890625,1.0,321.0,181.0,1378425600000
1378598400000,2013-09-08,1326.42041015625,1.0,326.0,181.0,1378598400000
1398988800000,2014-05-02,1315.2855224609375,0.0,330.0,181.0,1398902400000
1398988800000,2014-05-02,1321.7230224609375,1.0,321.0,181.0,1398988800000
1426464000000,2015-03-16,1330.6561279296875,1.0,318.0,181.0,1426464000000
1426809600000,2015-03-20,1327.1488037109375,1.0,326.0,181.0,1427500800000
1427500800000,2015-03-28,1321.010498046875,1.0,320.0,181.0,1427500800000
1458864000000,2016-03-25,1328.7890625,1.0,326.0,181.0,1458864000000
1461456000000,2016-04-24,1323.0322265625,1.0,330.0,181.0,1461456000000
1463270400000,2016-05-15,1322.0164794921875,1.0,320.0,181.0,1463270400000
1463961600000,2016-05-23,1320.94580078125,1.0,318.0,182.0,1463961600000
1464134400000,2016-05-25,1322.718505859375,1.0,323.0,181.0,1464134400000
1464566400000,2016-05-30,1315.369873046875,1.0,318.0,181.0,1464566400000
1464825600000,2016-06-02,1325.56494140625,1.0,320.0,181.0,1464825600000
1465603200000,2016-06-11,1325.772705078125,1.0,326.0,181.0,1465603200000
1465603200000,2016-06-11,1324.255615234375,1.0,320.0,181.0,1465603200000
1466208000000,2016-06-18,1323.031494140625,1.0,323.0,181.0,1466208000000
1466899200000,2016-06-26,1321.729248046875,1.0,318.0,181.0,1466899200000
1468368000000,2016-07-13,1321.734619140625,1.0,327.0,181.0,1468368000000
1468454400000,2016-07-14,1326.09033203125,1.0,323.0,181.0,1468454400000
1468540800000,2016-07-15,1322.992919921875,1.0,320.0,181.0,1468540800000
1468713600000,2016-07-17,1323.6285400390625,1.0,321.0,181.0,1468713600000
1471305600000,2016-08-16,1324.6231689453125,1.0,314.0,182.0,1471305600000
1471910400000,2016-08-23,1321.2528076171875,1.0,328.0,181.0,1471910400000
1473552000000,2016-09-11,1328.0450439453125,1.0,323.0,181.0,1473552000000
1473724800000,2016-09-13,1327.712158203125,1.0,320.0,181.0,1473724800000
1474588800000,2016-09-23,1323.9974365234375,1.0,326.0,181.0,1474588800000
1475020800000,2016-09-28,1324.963134765625,1.0,324.0,181.0,1475020800000
1489795200000,2017-03-18,1320.6690673828125,1.0,320.0,181.0,1489795200000
1493424000000,2017-04-29,1324.6915283203125,1.0,319.0,182.0,1493424000000
1494547200000,2017-05-12,1325.9395751953125,1.0,323.0,181.0,1494547200000
1494720000000,2017-05-14,1326.599853515625,1.0,324.0,181.0,1494720000000
1496880000000,2017-06-08,1324.2164306640625,1.0,318.0,181.0,1496880000000
1497225600000,2017-06-12,1321.8104248046875,1.0,320.0,181.0,1497225600000
1497744000000,2017-06-18,1321.386962890625,1.0,321.0,181.0,1497744000000
1499558400000,2017-07-09,1316.0938720703125,1.0,325.0,181.0,1499558400000
1502928000000,2017-08-17,1325.5948486328125,1.0,320.0,181.0,1502928000000
