time,datetime,elevation,slope,aspect,hillshade,time_end
1347408000000,2012-09-12,1885.3863525390625,0.0,235.0,181.0,1347408000000
1364169600000,2013-03-25,1885.6143798828125,0.0,246.0,181.0,1364169600000
1364169600000,2013-03-25,1884.6356201171875,0.0,248.0,181.0,1364169600000
1365120000000,2013-04-05,1885.5592041015625,0.0,235.0,181.0,1365120000000
1398211200000,2014-04-23,1886.6876220703125,0.0,260.0,181.0,1398384000000
1401148800000,2014-05-27,1884.3133544921875,0.0,250.0,181.0,1401148800000
1426636800000,2015-03-18,1883.824951171875,0.0,251.0,181.0,1426636800000
1427414400000,2015-03-27,1885.863037109375,0.0,247.0,181.0,1427414400000
1458086400000,2016-03-16,1882.575927734375,0.0,251.0,181.0,1458086400000
1459123200000,2016-03-28,1887.9093017578125,0.0,257.0,181.0,1459123200000
1461024000000,2016-04-19,1886.2957763671875,0.0,243.0,181.0,1461024000000
1490227200000,2017-03-23,1887.2279052734375,0.0,242.0,181.0,1490227200000
1491523200000,2017-04-07,1885.471435546875,0.0,259.0,181.0,1491523200000
1491609600000,2017-04-08,1888.2745361328125,0.0,253.0,181.0,1491609600000
