time,datetime,elevation,slope,aspect,hillshade,time_end
1281225600000,2010-08-08,1235.7955322265625,2.0,257.0,187.0,1281225600000
1282176000000,2010-08-19,1229.427978515625,2.0,258.0,187.0,1282176000000
1285459200000,2010-09-26,1232.0526123046875,2.0,260.0,187.0,1285459200000
1287273600000,2010-10-17,1204.150634765625,2.0,253.0,186.0,1287619200000
1287273600000,2010-10-17,1206.885498046875,2.0,259.0,187.0,1287619200000
1287273600000,2010-10-17,1206.332275390625,2.0,257.0,186.0,1287619200000
1300579200000,2011-03-20,1228.138427734375,2.0,265.0,186.0,1300579200000
1332979200000,2012-03-29,1223.629638671875,2.0,260.0,186.0,1332979200000
1337299200000,2012-05-18,1225.3526611328125,2.0,260.0,187.0,1337299200000
1339891200000,2012-06-17,1225.4471435546875,2.0,259.0,186.0,1339891200000
1370736000000,2013-06-09,1224.8143310546875,2.0,258.0,187.0,1370736000000
1374451200000,2013-07-22,1220.7684326171875,2.0,263.0,187.0,1374451200000
1425340800000,2015-03-03,1214.7216796875,2.0,261.0,186.0,1425340800000
1466812800000,2016-06-25,1213.496826171875,2.0,253.0,187.0,1466812800000
1495670400000,2017-05-25,1210.634521484375,2.0,264.0,186.0,1495670400000
