time,datetime,elevation,slope,aspect,hillshade,time_end
1337644800000,2012-05-22,3053.400634765625,0.0,167.0,180.0,1337644800000
1434412800000,2015-06-16,3048.2685546875,0.0,193.0,180.0,1434412800000
1467849600000,2016-07-07,3052.54052734375,0.0,159.0,180.0,1467849600000
1469318400000,2016-07-24,3054.968017578125,0.0,178.0,180.0,1469404800000
1469318400000,2016-07-24,3052.86767578125,0.0,159.0,180.0,1469404800000
1469318400000,2016-07-24,3052.697265625,0.0,185.0,180.0,1469318400000
1469404800000,2016-07-25,3053.76513671875,0.0,181.0,180.0,1469404800000
1469491200000,2016-07-26,3057.0986328125,0.0,148.0,180.0,1469491200000
1471305600000,2016-08-16,3052.45361328125,0.0,156.0,180.0,1471305600000
1471737600000,2016-08-21,3053.57568359375,0.0,177.0,180.0,1471737600000
1488499200000,2017-03-03,3056.7822265625,0.0,165.0,180.0,1488499200000
1489622400000,2017-03-16,3052.25830078125,0.0,160.0,180.0,1489622400000
1491523200000,2017-04-07,3053.540771484375,0.0,173.0,180.0,1491523200000
