time,datetime,elevation,slope,aspect,hillshade,time_end
1278028800000,2010-07-02,569.0025634765625,1.0,280.0,184.0,1278028800000
1341878400000,2012-07-10,564.0904541015625,1.0,288.0,184.0,1341878400000
1365379200000,2013-04-08,557.9686889648438,1.0,286.0,184.0,1365379200000
1398124800000,2014-04-22,567.4920654296875,1.0,288.0,184.0,1398124800000
1426809600000,2015-03-20,563.434814453125,1.0,286.0,184.0,1426809600000
1430697600000,2015-05-04,572.8798217773438,1.0,276.0,184.0,1431388800000
1431388800000,2015-05-12,566.39892578125,1.0,282.0,184.0,1431388800000
1432857600000,2015-05-29,562.0955200195312,1.0,285.0,184.0,1432598400000
1458345600000,2016-03-19,561.5275268554688,1.0,279.0,184.0,1458345600000
1461024000000,2016-04-19,563.4238891601562,1.0,283.0,184.0,1461024000000
1491264000000,2017-04-04,563.723876953125,1.0,283.0,184.0,1491264000000
