time,datetime,elevation,slope,aspect,hillshade,time_end
1370822400000,2013-06-10,1576.8779296875,2.0,290.0,187.0,1370995200000
1372982400000,2013-07-05,1573.4033203125,2.0,290.0,187.0,1372982400000
1373068800000,2013-07-06,1574.366943359375,2.0,290.0,187.0,1373068800000
1374019200000,2013-07-17,1574.1973876953125,2.0,292.0,187.0,1374019200000
1375142400000,2013-07-30,1576.605224609375,2.0,293.0,187.0,1375401600000
1378771200000,2013-09-10,1549.4306640625,15.0,90.0,135.0,1378771200000
1396224000000,2014-03-31,1352.3868408203125,15.0,238.0,220.0,1396224000000
1397865600000,2014-04-19,1870.708251953125,11.0,304.0,209.0,1397865600000
1399420800000,2014-05-07,1576.939697265625,2.0,294.0,187.0,1399075200000
1402790400000,2014-06-15,1574.8984375,2.0,292.0,187.0,1402617600000
1406678400000,2014-07-30,1578.4287109375,2.0,291.0,187.0,1406678400000
1407888000000,2014-08-13,1574.400634765625,2.0,291.0,187.0,1407888000000
1409702400000,2014-09-03,1573.5751953125,2.0,290.0,187.0,1409702400000
1414540800000,2014-10-29,1575.610107421875,2.0,293.0,187.0,1414540800000
1432425600000,2015-05-24,1577.56103515625,2.0,285.0,186.0,1432425600000
1435190400000,2015-06-25,1575.70166015625,2.0,295.0,187.0,1435190400000
1438560000000,2015-08-03,1581.8592529296875,2.0,294.0,187.0,1438560000000
1471564800000,2016-08-19,1577.8466796875,2.0,294.0,187.0,1471564800000
1503878400000,2017-08-28,1574.171875,2.0,294.0,187.0,1503878400000
