time,datetime,elevation,slope,aspect,hillshade,time_end
1344211200000,2012-08-06,82.59019470214844,2.0,45.0,177.0,1344211200000
1363910400000,2013-03-22,81.126953125,2.0,45.0,177.0,1363910400000
1371600000000,2013-06-19,83.23583984375,2.0,42.0,177.0,1371600000000
1373328000000,2013-07-09,82.84481811523438,2.0,43.0,177.0,1373760000000
1373760000000,2013-07-14,80.97802734375,2.0,43.0,177.0,1373760000000
1399507200000,2014-05-08,81.52418518066406,2.0,45.0,177.0,1399507200000
1430438400000,2015-05-01,80.87521362304688,1.0,41.0,177.0,1430438400000
1459728000000,2016-04-04,74.69965362548828,2.0,41.0,177.0,1459728000000
1489795200000,2017-03-18,71.51040649414062,2.0,42.0,177.0,1489795200000
1490486400000,2017-03-26,74.56806182861328,2.0,41.0,177.0,1490486400000
1493164800000,2017-04-26,68.57070922851562,2.0,41.0,177.0,1493164800000
1495756800000,2017-05-26,70.50946044921875,2.0,40.0,177.0,1495756800000
1498521600000,2017-06-27,70.41194152832031,2.0,41.0,177.0,1498521600000
1502323200000,2017-08-10,65.83151245117188,2.0,45.0,176.0,1502323200000
1504915200000,2017-09-09,69.00997924804688,2.0,41.0,177.0,1504915200000
