time,datetime,elevation,slope,aspect,hillshade,time_end
1371686400000,2013-06-20,2343.49853515625,0.0,212.0,181.0,1371686400000
1401408000000,2014-05-30,2346.017333984375,0.0,221.0,181.0,1401408000000
1432166400000,2015-05-21,2341.45263671875,0.0,208.0,181.0,1432166400000
1432771200000,2015-05-28,1949.115478515625,32.0,106.0,88.0,1432771200000
1465171200000,2016-06-06,2344.77978515625,0.0,228.0,181.0,1465171200000
1495584000000,2017-05-24,2340.99658203125,0.0,211.0,181.0,1495584000000
1495584000000,2017-05-24,2347.400390625,0.0,217.0,181.0,1495584000000
1496102400000,2017-05-30,2340.888916015625,0.0,194.0,181.0,1496102400000
1496534400000,2017-06-04,2345.92529296875,0.0,195.0,181.0,1496534400000
1497830400000,2017-06-19,2345.17041015625,0.0,207.0,181.0,1497830400000
1498003200000,2017-06-21,2345.80126953125,0.0,194.0,180.0,1498003200000
1498176000000,2017-06-23,2344.848876953125,0.0,212.0,181.0,1498176000000
1499126400000,2017-07-04,2344.81005859375,0.0,223.0,181.0,1499126400000
1499472000000,2017-07-08,2350.860595703125,0.0,213.0,181.0,1499472000000
1499558400000,2017-07-09,2343.6806640625,0.0,202.0,181.0,1499558400000
1499644800000,2017-07-10,2350.24609375,0.0,199.0,181.0,1499644800000
1499904000000,2017-07-13,2338.423828125,0.0,211.0,181.0,1499904000000
1500336000000,2017-07-18,2342.943603515625,0.0,211.0,181.0,1500336000000
1500681600000,2017-07-22,1349.600341796875,4.0,2.0,180.0,1500681600000
1500681600000,2017-07-22,1576.6845703125,3.0,67.0,172.0,1500681600000
