time,datetime,elevation,slope,aspect,hillshade,time_end
1310342400000,2011-07-11,2578.37109375,1.0,92.0,178.0,1310428800000
1315353600000,2011-09-07,2591.5341796875,1.0,89.0,178.0,1315785600000
1315526400000,2011-09-09,2580.28125,1.0,98.0,178.0,1315612800000
1315526400000,2011-09-09,2583.777099609375,1.0,96.0,177.0,1315785600000
1315785600000,2011-09-12,2573.5966796875,1.0,97.0,178.0,1315785600000
1374537600000,2013-07-23,2581.2890625,1.0,97.0,178.0,1374537600000
1413849600000,2014-10-21,2580.9443359375,1.0,96.0,178.0,1413849600000
1427673600000,2015-03-30,2579.32568359375,1.0,103.0,178.0,1427673600000
1467417600000,2016-07-02,2581.538818359375,1.0,98.0,178.0,1467417600000
1498608000000,2017-06-28,2579.741455078125,1.0,94.0,178.0,1498608000000
