time,datetime,elevation,slope,aspect,hillshade,time_end
1338422400000,2012-05-31,886.3660888671875,2.0,212.0,184.0,1338422400000
1343088000000,2012-07-24,886.6993408203125,1.0,204.0,181.0,1343088000000
1402358400000,2014-06-10,884.552490234375,1.0,192.0,181.0,1402358400000
1436918400000,2015-07-15,882.9368286132812,2.0,215.0,184.0,1436918400000
1437004800000,2015-07-16,886.4962158203125,2.0,227.0,185.0,1437004800000
1439596800000,2015-08-15,885.2200317382812,2.0,223.0,185.0,1439596800000
1466553600000,2016-06-22,880.61376953125,1.0,166.0,180.0,1466553600000
1471305600000,2016-08-16,882.8518676757812,1.0,217.0,182.0,1471305600000
1500076800000,2017-07-15,886.8642578125,2.0,202.0,183.0,1500076800000
1503705600000,2017-08-26,881.1227416992188,2.0,201.0,183.0,1503705600000
