time,datetime,elevation,slope,aspect,hillshade,time_end
1336953600000,2012-05-14,1728.117919921875,4.0,205.0,186.0,1336953600000
1339459200000,2012-06-12,1730.291259765625,4.0,203.0,185.0,1339459200000
1369440000000,2013-05-25,1730.2864990234375,3.0,207.0,185.0,1369440000000
1383609600000,2013-11-05,1732.8360595703125,3.0,202.0,184.0,1383609600000
1426464000000,2015-03-16,1727.0123291015625,3.0,207.0,185.0,1426464000000
1427673600000,2015-03-30,1722.9654541015625,2.0,206.0,184.0,1427673600000
1427673600000,2015-03-30,1732.3450927734375,3.0,208.0,185.0,1427673600000
1465603200000,2016-06-11,1726.84521484375,3.0,207.0,185.0,1465603200000
1466380800000,2016-06-20,1745.8109130859375,8.0,94.0,154.0,1465603200000
1466380800000,2016-06-20,1732.3179931640625,3.0,210.0,186.0,1466380800000
1467849600000,2016-07-07,1727.3106689453125,3.0,209.0,185.0,1467849600000
1470614400000,2016-08-08,1734.898681640625,3.0,215.0,186.0,1470614400000
1470787200000,2016-08-10,1728.21923828125,3.0,204.0,184.0,1470787200000
1487635200000,2017-02-21,1728.8094482421875,4.0,206.0,185.0,1487635200000
1491091200000,2017-04-02,1729.0989990234375,3.0,207.0,185.0,1491091200000
1495843200000,2017-05-27,1727.16455078125,3.0,196.0,183.0,1495843200000
1496188800000,2017-05-31,1728.9190673828125,3.0,211.0,185.0,1496188800000
