time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1316736000000,2011-09-23,-26.225299623598378,78.97189375691252,1087.2174072265625,5.0,54.0,168.0,1316736000000
1317081600000,2011-09-27,-26.225299623598378,78.97189375691252,1083.961669921875,9.0,83.0,153.0,1316736000000
1317081600000,2011-09-27,-26.225299623598378,78.97189375691252,1085.3436279296875,5.0,17.0,175.0,1317081600000
1335830400000,2012-05-01,-26.225299623598378,78.97189375691252,1083.149658203125,5.0,246.0,193.0,1335830400000
1344297600000,2012-08-07,-26.225299623598378,78.97189375691252,1090.7205810546875,5.0,146.0,172.0,1344297600000
1344297600000,2012-08-07,-26.225299623598378,78.97189375691252,1090.525390625,6.0,245.0,197.0,1344297600000
1344297600000,2012-08-07,-26.225299623598378,78.97189375691252,1089.18212890625,4.0,64.0,168.0,1344297600000
1364515200000,2013-03-29,-26.225299623598378,78.97189375691252,1082.8369140625,3.0,250.0,190.0,1364515200000
1369440000000,2013-05-25,-26.225299623598378,78.97189375691252,1086.4124755859375,4.0,21.0,176.0,1369440000000
1369699200000,2013-05-28,-26.225299623598378,78.97189375691252,1057.5028076171875,5.0,136.0,169.0,1369785600000
1373673600000,2013-07-13,-26.225299623598378,78.97189375691252,1084.96923828125,4.0,346.0,183.0,1373673600000
1375056000000,2013-07-29,-26.225299623598378,78.97189375691252,1088.3212890625,5.0,179.0,180.0,1375056000000
1375142400000,2013-07-30,-26.225299623598378,78.97189375691252,1087.8504638671875,5.0,292.0,196.0,1375142400000
1396656000000,2014-04-05,-26.225299623598378,78.97189375691252,1082.4107666015625,2.0,350.0,182.0,1396656000000
1398729600000,2014-04-29,-26.225299623598378,78.97189375691252,1086.529541015625,1.0,325.0,183.0,1398729600000
1398816000000,2014-04-30,-26.225299623598378,78.97189375691252,1086.845703125,3.0,61.0,171.0,1398816000000
1426464000000,2015-03-16,-26.225299623598378,78.97189375691252,1086.8524169921875,2.0,148.0,177.0,1426464000000
1459036800000,2016-03-27,-26.225299623598378,78.97189375691252,1092.2818603515625,5.0,162.0,176.0,1459036800000
1459728000000,2016-04-04,-26.225299623598378,78.97189375691252,1094.872314453125,2.0,202.0,183.0,1459728000000
1460592000000,2016-04-14,-26.225299623598378,78.97189375691252,1083.9105224609375,3.0,138.0,173.0,1460592000000
1490140800000,2017-03-22,-26.225299623598378,78.97189375691252,1085.3533935546875,4.0,153.0,175.0,1490140800000
1492300800000,2017-04-16,-26.225299623598378,78.97189375691252,1078.107666015625,4.0,0.0,180.0,1492300800000
