time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1336953600000,2012-05-14,-50.373218203211835,71.99638574419602,1727.3624267578125,8.0,254.0,204.0,1336953600000
1339459200000,2012-06-12,-50.373218203211835,71.99638574419602,1730.3255615234375,2.0,81.0,174.0,1339459200000
1369440000000,2013-05-25,-50.373218203211835,71.99638574419602,1730.38037109375,4.0,237.0,190.0,1369440000000
1383609600000,2013-11-05,-50.373218203211835,71.99638574419602,1733.0087890625,2.0,213.0,184.0,1383609600000
1426464000000,2015-03-16,-50.373218203211835,71.99638574419602,1726.5819091796875,9.0,193.0,187.0,1426464000000
1427673600000,2015-03-30,-50.373218203211835,71.99638574419602,1723.716796875,6.0,92.0,162.0,1427673600000
1427673600000,2015-03-30,-50.373218203211835,71.99638574419602,1732.305908203125,1.0,174.0,180.0,1427673600000
1465603200000,2016-06-11,-50.373218203211835,71.99638574419602,1726.9022216796875,5.0,203.0,187.0,1465603200000
1466380800000,2016-06-20,-50.373218203211835,71.99638574419602,1745.780517578125,14.0,33.0,156.0,1465603200000
1466380800000,2016-06-20,-50.373218203211835,71.99638574419602,1732.8878173828125,10.0,292.0,210.0,1466380800000
1467849600000,2016-07-07,-50.373218203211835,71.99638574419602,1727.3040771484375,5.0,191.0,183.0,1467849600000
1470614400000,2016-08-08,-50.373218203211835,71.99638574419602,1734.562744140625,6.0,199.0,186.0,1470614400000
1470787200000,2016-08-10,-50.373218203211835,71.99638574419602,1728.0152587890625,2.0,205.0,183.0,1470787200000
1487635200000,2017-02-21,-50.373218203211835,71.99638574419602,1728.6873779296875,4.0,165.0,177.0,1487635200000
1491091200000,2017-04-02,-50.373218203211835,71.99638574419602,1729.332763671875,6.0,146.0,170.0,1491091200000
1495843200000,2017-05-27,-50.373218203211835,71.99638574419602,1727.934814453125,11.0,194.0,189.0,1495843200000
1496188800000,2017-05-31,-50.373218203211835,71.99638574419602,1728.432373046875,6.0,198.0,186.0,1496188800000
