time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1335225600000,2012-04-24,-42.93403577344421,82.19465373760835,882.6810913085938,4.0,312.0,190.0,1335225600000
1337299200000,2012-05-18,-42.93403577344421,82.19465373760835,880.4315795898438,6.0,207.0,190.0,1337299200000
1366675200000,2013-04-23,-42.93403577344421,82.19465373760835,886.2613525390625,3.0,332.0,184.0,1366675200000
1367366400000,2013-05-01,-42.93403577344421,82.19465373760835,882.3748168945312,1.0,238.0,183.0,1367366400000
1372982400000,2013-07-05,-42.93403577344421,82.19465373760835,887.3819580078125,7.0,18.0,174.0,1372982400000
1374624000000,2013-07-24,-42.93403577344421,82.19465373760835,886.701171875,1.0,289.0,183.0,1374624000000
1396915200000,2014-04-08,-42.93403577344421,82.19465373760835,889.0449829101562,5.0,341.0,185.0,1396915200000
1398384000000,2014-04-25,-42.93403577344421,82.19465373760835,884.0907592773438,3.0,299.0,189.0,1398384000000
1432598400000,2015-05-26,-42.93403577344421,82.19465373760835,880.6782836914062,2.0,52.0,175.0,1432598400000
1461024000000,2016-04-19,-42.93403577344421,82.19465373760835,878.7455444335938,7.0,167.0,176.0,1461024000000
1462579200000,2016-05-07,-42.93403577344421,82.19465373760835,879.28076171875,1.0,46.0,178.0,1462579200000
1490486400000,2017-03-26,-42.93403577344421,82.19465373760835,1243.49609375,70.0,155.0,108.0,1490486400000
