time,datetime,longitude,latitude,elevation,slope,aspect,hillshade,time_end
1334361600000,2012-04-14,-17.947989033747234,80.9830420149993,1083.3231201171875,69.0,65.0,28.0,1334361600000
1334620800000,2012-04-17,-17.947989033747234,80.9830420149993,995.3775634765625,17.0,340.0,199.0,1335139200000
1334620800000,2012-04-17,-17.947989033747234,80.9830420149993,991.7603149414062,26.0,49.0,121.0,1334620800000
1335139200000,2012-04-23,-17.947989033747234,80.9830420149993,990.7816162109375,28.0,64.0,104.0,1335139200000
1336176000000,2012-05-05,-17.947989033747234,80.9830420149993,990.0396728515625,19.0,69.0,127.0,1336176000000
1336176000000,2012-05-05,-17.947989033747234,80.9830420149993,988.2711181640625,16.0,73.0,133.0,1336176000000
1336435200000,2012-05-08,-17.947989033747234,80.9830420149993,992.2581176757812,27.0,56.0,112.0,1336435200000
1337040000000,2012-05-15,-17.947989033747234,80.9830420149993,988.6038818359375,25.0,62.0,113.0,1337040000000
1337731200000,2012-05-23,-17.947989033747234,80.9830420149993,990.7772216796875,29.0,51.0,112.0,1337731200000
1340064000000,2012-06-19,-17.947989033747234,80.9830420149993,981.7822265625,21.0,10.0,169.0,1340064000000
1364256000000,2013-03-26,-17.947989033747234,80.9830420149993,986.2590942382812,11.0,319.0,202.0,1364428800000
1364515200000,2013-03-29,-17.947989033747234,80.9830420149993,992.0006713867188,30.0,52.0,109.0,1364515200000
1365552000000,2013-04-10,-17.947989033747234,80.9830420149993,990.9501953125,17.0,43.0,145.0,1365552000000
1372896000000,2013-07-04,-17.947989033747234,80.9830420149993,984.7969360351562,32.0,48.0,110.0,1372896000000
1372896000000,2013-07-04,-17.947989033747234,80.9830420149993,990.2198486328125,19.0,74.0,123.0,1372896000000
1372982400000,2013-07-05,-17.947989033747234,80.9830420149993,989.2136840820312,26.0,43.0,126.0,1372982400000
1372982400000,2013-07-05,-17.947989033747234,80.9830420149993,990.4146728515625,21.0,44.0,135.0,1372982400000
1396483200000,2014-04-03,-17.947989033747234,80.9830420149993,992.8878173828125,29.0,45.0,118.0,1396483200000
1398729600000,2014-04-29,-17.947989033747234,80.9830420149993,990.5003051757812,29.0,47.0,117.0,1398729600000
1398816000000,2014-04-30,-17.947989033747234,80.9830420149993,992.3472290039062,23.0,72.0,114.0,1399248000000
1398816000000,2014-04-30,-17.947989033747234,80.9830420149993,1000.4068603515625,31.0,68.0,94.0,1399248000000
1398816000000,2014-04-30,-17.947989033747234,80.9830420149993,990.3085327148438,35.0,56.0,94.0,1398816000000
1399248000000,2014-05-05,-17.947989033747234,80.9830420149993,989.6517333984375,24.0,63.0,115.0,1399248000000
1399420800000,2014-05-07,-17.947989033747234,80.9830420149993,990.2973022460938,23.0,53.0,124.0,1399420800000
1399507200000,2014-05-08,-17.947989033747234,80.9830420149993,992.1310424804688,33.0,39.0,118.0,1399507200000
1400025600000,2014-05-14,-17.947989033747234,80.9830420149993,990.048828125,25.0,51.0,121.0,1400025600000
1400284800000,2014-05-17,-17.947989033747234,80.9830420149993,989.003173828125,25.0,50.0,121.0,1400284800000
1400716800000,2014-05-22,-17.947989033747234,80.9830420149993,991.8207397460938,30.0,56.0,105.0,1400716800000
1429228800000,2015-04-17,-17.947989033747234,80.9830420149993,991.128662109375,36.0,67.0,83.0,1429228800000
1435276800000,2015-06-26,-17.947989033747234,80.9830420149993,987.20849609375,28.0,56.0,111.0,1435104000000
1459728000000,2016-04-04,-17.947989033747234,80.9830420149993,995.8681640625,27.0,87.0,98.0,1459814400000
1459728000000,2016-04-04,-17.947989033747234,80.9830420149993,993.82763671875,27.0,60.0,109.0,1459728000000
1459814400000,2016-04-05,-17.947989033747234,80.9830420149993,992.6903686523438,24.0,54.0,121.0,1459814400000
1459900800000,2016-04-06,-17.947989033747234,80.9830420149993,990.7496337890625,28.0,40.0,127.0,1459900800000
1489190400000,2017-03-11,-17.947989033747234,80.9830420149993,991.095703125,30.0,75.0,93.0,1489190400000
