time,datetime,elevation,slope,aspect,hillshade
1342396800000,2012-07-16,943.1319580078125,1,97,177
1364601600000,2013-03-30,948.0384521484375,1,93,177
1436918400000,2015-07-15,940.717529296875,1,92,178
1468627200000,2016-07-16,938.7435302734375,1,77,178
1470096000000,2016-08-02,942.03759765625,1,80,176
1500768000000,2017-07-23,936.749755859375,1,88,177
1504396800000,2017-09-03,937.6512451171875,1,87,177
