time,datetime,Blue,Green,Red,NIR,visnirAlbedo
1250949823759,2009-08-22 14:03:43.759,0.4916561245918274,0.3628540337085724,0.27825629711151123,0.11836694926023483,0.42707619954869147
1253886679838,2009-09-25 13:51:19.838,0.4744778573513031,0.3457728922367096,0.26851099729537964,0.12389060109853745,0.42315282640978696
1254491849397,2009-10-02 13:57:29.397,0.4566330909729004,0.3218056559562683,0.24747402966022491,0.08945097774267197,0.39735488359555604
1255874254297,2009-10-18 13:57:34.297,0.5148331522941589,0.3784148395061493,0.2960837483406067,0.1455526202917099,0.4493925927862526
1266933562156,2010-02-23 13:59:22.156,0.537767767906189,0.37546366453170776,0.2835082411766052,0.12658587098121643,0.4702105271250009
1273845569865,2010-05-14 13:59:29.865,0.44754406809806824,0.3278570771217346,0.25045013427734375,0.10043172538280487,0.39991128529459247
1279375175994,2010-07-17 13:59:35.994,0.40258368849754333,0.3082421123981476,0.2494872659444809,0.119864322245121,0.3693908868260682
1280152405262,2010-07-26 13:53:25.262,0.39603957533836365,0.28150254487991333,0.21342387795448303,0.056009601801633835,0.3506567185711116
1280757575630,2010-08-02 13:59:35.630,0.34514105319976807,0.24474680423736572,0.1810952126979828,0.03531254827976227,0.322692698134482
1284904779741,2010-09-19 13:59:39.741,0.4003417193889618,0.272201806306839,0.20359106361865997,0.07128282636404037,0.3784403451018035
1288274763632,2010-10-28 14:06:03.632,0.5593390464782715,0.3666100800037384,0.25657740235328674,0.10692034661769867,0.5109569219872356
1302876058969,2011-04-15 14:00:58.969,0.38988932967185974,0.27953508496284485,0.2194344401359558,0.0972040519118309,0.37101509722992776
1304258459501,2011-05-01 14:00:59.501,0.3988571763038635,0.2995077669620514,0.24945808947086334,0.13390637934207916,0.3723858647480607
1307023258922,2011-06-02 14:00:58.922,0.44987690448760986,0.3608567714691162,0.3100597560405731,0.19416740536689758,0.404564798489213
1308405657051,2011-06-18 14:00:57.051,0.5367679595947266,0.43514329195022583,0.38548359274864197,0.23276640474796295,0.42744318356662986
1311947680250,2011-07-29 13:54:40.250,0.9407145380973816,0.631710410118103,0.5824025273323059,0.4329487979412079,0.7148759194999936
1312552848729,2011-08-05 14:00:48.729,0.31290528178215027,0.22855998575687408,0.17686447501182556,0.04502885043621063,0.3017422197148204
1313158017806,2011-08-12 14:06:57.806,0.32638734579086304,0.22486354410648346,0.16236326098442078,0.023732850328087807,0.31617714689616117
1316700038301,2011-09-22 14:00:38.301,0.36104682087898254,0.25139445066452026,0.18485911190509796,0.047224998474121094,0.34414437493383887
1318687609929,2011-10-15 14:06:49.929,0.41252100467681885,0.2796841263771057,0.19979798793792725,0.06076792627573013,0.3911101682402194
1318859669799,2011-10-17 13:54:29.799,0.3756498694419861,0.2580718696117401,0.18955668807029724,0.0491216741502285,0.35375426923893394
1330524090100,2012-02-29 14:01:30.100,0.47184205055236816,0.3320901095867157,0.24610267579555511,0.10186254978179932,0.4311118028342725
1336053713224,2012-05-03 14:01:53.224,0.4744172692298889,0.36610332131385803,0.3013356924057007,0.16455264389514923,0.4164208446696402
1338818502861,2012-06-04 14:01:42.861,0.4748414158821106,0.36103561520576477,0.2958211302757263,0.141925647854805,0.4020848054483533
1339423676355,2012-06-11 14:07:56.355,0.4718117415904999,0.36798134446144104,0.3137069344520569,0.18059119582176208,0.4078925229787828
1339595735996,2012-06-13 13:55:35.996,0.47196322679519653,0.3965393304824829,0.3494785726070404,0.21173660457134247,0.39385965219587094
1340200910199,2012-06-20 14:01:50.199,0.4665704071521759,0.3848240077495575,0.3371948301792145,0.18814462423324585,0.3812784558326006
1340806083997,2012-06-27 14:08:03.997,0.31772246956825256,0.24766819179058075,0.20855124294757843,0.0778380036354065,0.2926405955493451
1342965734230,2012-07-22 14:02:14.230,0.3330526351928711,0.26594170928001404,0.22246889770030975,0.09663837403059006,0.3107003185085953
1343742967682,2012-07-31 13:56:07.682,0.21516798436641693,0.16315683722496033,0.12723354995250702,0.011121625080704689,0.23469548816923055
1345125380677,2012-08-16 13:56:20.677,0.39191922545433044,0.3767454922199249,0.35782334208488464,0.2527979612350464,0.3391892362982034
1346507790325,2012-09-01 13:56:30.325,0.3274780213832855,0.2258472740650177,0.16814039647579193,0.04056999832391739,0.32258395088389513
1347112965906,2012-09-08 14:02:45.906,0.248282328248024,0.17785316705703735,0.13800004124641418,0.02333354949951172,0.26315157800465827
1349877782007,2012-10-10 14:03:02.007,0.25152409076690674,0.16977466642856598,0.13047224283218384,0.014382574707269669,0.26472884731031954
1350482959150,2012-10-17 14:09:19.150,0.4789011776447296,0.3772522509098053,0.3190172612667084,0.21140384674072266,0.43920411512553703
1351260192588,2012-10-26 14:03:12.588,0.7502691745758057,0.6611626744270325,0.6096835136413574,0.4816966652870178,0.588317486613989
1367848996135,2013-05-06 14:03:16.135,0.36656084656715393,0.2739904224872589,0.22573678195476532,0.10159634798765182,0.341223725321144
1369145735131,2013-05-21 14:15:35.131,0.3143875002861023,0.16418249905109406,0.0832500010728836,0.030175000429153442,0.4092301716208458
1369317794206,2013-05-23 14:03:14.206,0.6935575008392334,0.5893874764442444,0.5487149953842163,0.4579375088214874,0.5774301241308453
1369922965843,2013-05-30 14:09:25.843,0.9425150156021118,0.86125248670578,0.8252274990081787,0.7312874794006348,0.7285602788448333
1370008616856,2013-05-31 13:56:56.856,0.5308298468589783,0.3946911096572876,0.3289375901222229,0.19263674318790436,0.4574117922857403
1376748532061,2013-08-17 14:08:52.061,0.6033299565315247,0.551551342010498,0.5104799866676331,0.37122368812561035,0.46916350691914566
1377525766885,2013-08-26 14:02:46.885,0.24155645072460175,0.1662868857383728,0.1298011690378189,0.014815149828791618,0.2559555976329372
1380290588422,2013-09-27 14:03:08.422,0.3793460726737976,0.2631097733974457,0.19898101687431335,0.07015147805213928,0.36255450501739983
1380982155914,2013-10-05 14:09:15.914,0.6356149911880493,0.4532899856567383,0.35954248905181885,0.23155750334262848,0.5638608581200242
1381673002004,2013-10-13 14:03:22.004,0.521316647529602,0.3996693789958954,0.33159276843070984,0.207477405667305,0.4628970542684198
1382278176298,2013-10-20 14:09:36.298,0.49653390049934387,0.3298245370388031,0.2233734130859375,0.06542642414569855,0.4565035627886654
1396965679076,2014-04-08 14:01:19.076,0.4024975001811981,0.19660499691963196,0.09829249978065491,0.026407500728964806,0.4713801532154903
1397570840344,2014-04-15 14:07:20.344,0.3613300025463104,0.17941750586032867,0.09436000138521194,0.03586750105023384,0.4420451203424484
1400335614060,2014-05-17 14:06:54.060,0.4498800039291382,0.2856774926185608,0.19269999861717224,0.1006850004196167,0.47391774994134905
1401112843786,2014-05-26 14:00:43.786,0.3508799970149994,0.23119999468326569,0.1485625058412552,0.07596249878406525,0.41305427783280607
1401718019689,2014-06-02 14:06:59.689,0.798799991607666,0.7067300081253052,0.6625649929046631,0.5614749789237976,0.6378714074552059
1403877654791,2014-06-27 14:00:54.791,0.6350374817848206,0.5187399983406067,0.4449025094509125,0.3217574954032898,0.5420010417342186
1404482830965,2014-07-04 14:07:10.965,0.49379751086235046,0.40304750204086304,0.34205248951911926,0.22770750522613525,0.4439812949508429
1405087981042,2014-07-11 14:13:01.042,0.24060499668121338,0.11594749987125397,0.04879250004887581,0.0038850000128149986,0.3533733617938124
1405088004929,2014-07-11 14:13:24.929,0.257022500038147,0.13627000153064728,0.06798750162124634,0.01983500085771084,0.36161331782247874
1405260063721,2014-07-13 14:01:03.721,0.4084100127220154,0.29626500606536865,0.2334824949502945,0.13912999629974365,0.4111611534774304
1413382403420,2014-10-15 14:13:23.420,0.5840799808502197,0.29205751419067383,0.13093499839305878,0.00965999998152256,0.6113952713528648
1413382427294,2014-10-15 14:13:47.294,0.5612000226974487,0.27371498942375183,0.12240999937057495,0.011557499878108501,0.5965567625003867
1427206385270,2015-03-24 14:13:05.270,0.5795425176620483,0.4452325105667114,0.39405500888824463,0.31353500485420227,0.526247463336587
1428588775873,2015-04-09 14:12:55.873,0.2738800048828125,0.10346250236034393,0.036252498626708984,0.0015475000254809856,0.3894845054197591
1434290428603,2015-06-14 14:00:28.603,0.9001374840736389,0.8010274767875671,0.7435250282287598,0.6182900071144104,0.6944104049921036
1435672835493,2015-06-30 14:00:35.493,0.32555249333381653,0.2518250048160553,0.19949249923229218,0.13043999671936035,0.3667090604871512
1437055245111,2015-07-16 14:00:45.111,0.21967749297618866,0.1482599973678589,0.0910324975848198,0.02624250017106533,0.3064245201235637
1445177591418,2015-10-18 14:13:11.418,0.8863599896430969,0.7238625288009644,0.6521700024604797,0.4610174894332886,0.6455544554889203
1445177615305,2015-10-18 14:13:35.305,0.8656250238418579,0.6998000144958496,0.6350374817848206,0.45177748799324036,0.6333516786009077
1460383966214,2016-04-11 14:12:46.214,0.3733749985694885,0.18552249670028687,0.0889974981546402,0.020330000668764114,0.4517893692452461
1460383990088,2016-04-11 14:13:10.088,0.36781999468803406,0.18414750695228577,0.08698999881744385,0.02022000029683113,0.45004080752916636
1460556047748,2016-04-13 14:00:47.748,0.33330750465393066,0.1491124927997589,0.05990250036120415,0.004352500196546316,0.4307158907303121
1461161215327,2016-04-20 14:06:55.327,0.39201998710632324,0.20595499873161316,0.11798249930143356,0.05561250075697899,0.4615017853941768
1461766362654,2016-04-27 14:12:42.654,0.40106749534606934,0.23730500042438507,0.16272500157356262,0.0732399970293045,0.4276460899457336
1461766386532,2016-04-27 14:13:06.532,0.39581501483917236,0.2318599969148636,0.15992000699043274,0.07285500317811966,0.4240489518500865
1462543618410,2016-05-06 14:06:58.410,0.451200008392334,0.3011874854564667,0.22358250617980957,0.1422100067138672,0.468694119900465
1464531168487,2016-05-29 14:12:48.487,0.3913325071334839,0.2570500075817108,0.16951750218868256,0.09155499935150146,0.44048351269364355
1464531192374,2016-05-29 14:13:12.374,0.388637512922287,0.2585900127887726,0.17119500041007996,0.09540499746799469,0.4401180863544345
1465913571192,2016-06-14 14:12:51.192,0.36985498666763306,0.23334500193595886,0.1491124927997589,0.06347750127315521,0.41679188207238915
1465913595078,2016-06-14 14:13:15.078,0.3770875036716461,0.23999999463558197,0.1565925031900406,0.06872999668121338,0.4187342403054238
1466690828979,2016-06-23 14:07:08.979,0.3930099904537201,0.29043498635292053,0.20755000412464142,0.10830249637365341,0.4141947470538318
1467296003842,2016-06-30 14:13:23.842,0.3589650094509125,0.24357500672340393,0.18948249518871307,0.11627750098705292,0.39088781162053343
1467468063287,2016-07-02 14:01:03.287,0.48342999815940857,0.38368749618530273,0.32635000348091125,0.21200500428676605,0.4349295080378652
1468850469968,2016-07-18 14:01:09.968,0.19492749869823456,0.12455499917268753,0.043264999985694885,0.008532499894499779,0.34000656427051873
1476367661879,2016-10-13 14:07:41.879,0.47286999225616455,0.23879000544548035,0.11305999755859375,0.020137500017881393,0.5261554357688873
