time,datetime,elevation,slope,aspect,hillshade,time_end
1314921600000,2011-09-02,1054.309326171875,3.0,269.0,190.0,1314921600000
1315008000000,2011-09-03,1049.8673095703125,3.0,266.0,190.0,1315008000000
1343174400000,2012-07-25,1049.9844970703125,3.0,269.0,190.0,1343174400000
1360886400000,2013-02-15,1050.789306640625,3.0,269.0,190.0,1360886400000
1399420800000,2014-05-07,1058.701416015625,3.0,270.0,190.0,1399420800000
1402531200000,2014-06-12,1060.03515625,3.0,268.0,191.0,1402531200000
1404691200000,2014-07-07,1055.3642578125,3.0,271.0,191.0,1404691200000
1405296000000,2014-07-14,1046.1966552734375,3.0,271.0,191.0,1405036800000
1405296000000,2014-07-14,1051.80126953125,3.0,271.0,190.0,1405296000000
1405382400000,2014-07-15,1051.358154296875,3.0,270.0,191.0,1405382400000
1408924800000,2014-08-25,1049.0628662109375,3.0,270.0,190.0,1408924800000
1436832000000,2015-07-14,1048.7821044921875,3.0,272.0,191.0,1436832000000
1447372800000,2015-11-13,1052.8140869140625,3.0,269.0,191.0,1447372800000
1460937600000,2016-04-18,1051.448486328125,3.0,271.0,191.0,1460937600000
1493164800000,2017-04-26,1049.2861328125,3.0,272.0,190.0,1493164800000
