time,datetime,elevation,slope,aspect,hillshade,time_end
1335312000000,2012-04-25,1649.3238525390625,38.0,23.0,136.0,1335312000000
1339718400000,2012-06-15,1584.4580078125,48.0,39.0,96.0,1339718400000
1343779200000,2012-08-01,1592.970458984375,48.0,40.0,94.0,1343779200000
1363910400000,2013-03-22,1672.7955322265625,43.0,38.0,103.0,1363910400000
1364256000000,2013-03-26,1634.4019775390625,23.0,75.0,111.0,1364256000000
1377648000000,2013-08-28,1583.70068359375,50.0,46.0,81.0,1377648000000
1442275200000,2015-09-15,1603.649169921875,43.0,30.0,118.0,1442275200000
1442707200000,2015-09-20,1547.07275390625,37.0,42.0,107.0,1442707200000
1448150400000,2015-11-22,1598.63720703125,54.0,47.0,74.0,1448150400000
1460505600000,2016-04-13,1558.202392578125,35.0,45.0,108.0,1460505600000
