time,datetime,elevation,slope,aspect,hillshade,time_end
1302134400000,2011-04-07,973.7080688476562,1.0,187.0,181.0,1302134400000
1312070400000,2011-07-31,991.8856811523438,1.0,176.0,180.0,1312502400000
1333670400000,2012-04-06,974.2322998046875,1.0,180.0,180.0,1333843200000
1336867200000,2012-05-13,971.4039916992188,1.0,180.0,180.0,1336867200000
1336867200000,2012-05-13,970.9017333984375,1.0,180.0,180.0,1336867200000
1336953600000,2012-05-14,971.56396484375,1.0,182.0,180.0,1336953600000
1364774400000,2013-04-01,977.02880859375,1.0,181.0,180.0,1364774400000
1379808000000,2013-09-22,966.4352416992188,1.0,185.0,181.0,1379808000000
1379808000000,2013-09-22,972.5999145507812,1.0,177.0,180.0,1380326400000
1380326400000,2013-09-28,978.5179443359375,1.0,185.0,181.0,1380326400000
1438300800000,2015-07-31,973.2183227539062,1.0,183.0,181.0,1438300800000
1438473600000,2015-08-02,973.7460327148438,1.0,183.0,181.0,1438473600000
1439251200000,2015-08-11,971.5781860351562,1.0,184.0,181.0,1439251200000
1439424000000,2015-08-13,973.400634765625,1.0,184.0,181.0,1439424000000
1441324800000,2015-09-04,976.1749267578125,1.0,182.0,180.0,1441324800000
1442016000000,2015-09-12,977.7449340820312,1.0,182.0,180.0,1442016000000
1442966400000,2015-09-23,978.935546875,1.0,184.0,181.0,1442966400000
1459296000000,2016-03-30,984.1361694335938,1.0,182.0,180.0,1459296000000
1459296000000,2016-03-30,975.4127197265625,1.0,182.0,180.0,1459296000000
1459296000000,2016-03-30,976.7597045898438,1.0,182.0,180.0,1459296000000
1463616000000,2016-05-19,971.2680053710938,1.0,182.0,180.0,1463616000000
1463788800000,2016-05-21,972.1668701171875,1.0,181.0,180.0,1463788800000
1464048000000,2016-05-24,969.6439208984375,1.0,183.0,181.0,1464048000000
1464825600000,2016-06-02,977.66552734375,1.0,185.0,181.0,1464825600000
1465603200000,2016-06-11,973.419677734375,1.0,182.0,180.0,1465603200000
1465603200000,2016-06-11,976.6564331054688,1.0,188.0,181.0,1465603200000
1465948800000,2016-06-15,973.4219970703125,1.0,183.0,181.0,1465948800000
1466208000000,2016-06-18,972.3281860351562,1.0,182.0,180.0,1466208000000
1468022400000,2016-07-09,975.89306640625,1.0,183.0,181.0,1468281600000
1468022400000,2016-07-09,976.2501831054688,1.0,184.0,181.0,1468022400000
1468281600000,2016-07-12,974.3283081054688,1.0,184.0,181.0,1468281600000
1468281600000,2016-07-12,968.4730224609375,1.0,182.0,180.0,1468281600000
1468454400000,2016-07-14,973.2944946289062,1.0,185.0,181.0,1468454400000
1468627200000,2016-07-16,974.9718627929688,1.0,183.0,181.0,1468627200000
1468886400000,2016-07-19,971.892578125,1.0,181.0,180.0,1468886400000
1469059200000,2016-07-21,974.2174682617188,1.0,185.0,181.0,1469059200000
1469750400000,2016-07-29,973.190673828125,1.0,184.0,181.0,1469750400000
1469750400000,2016-07-29,969.8777465820312,1.0,182.0,180.0,1469750400000
1470528000000,2016-08-07,975.3848876953125,1.0,183.0,181.0,1470528000000
1472256000000,2016-08-27,973.7405395507812,1.0,185.0,181.0,1472256000000
1472601600000,2016-08-31,972.0128173828125,1.0,182.0,180.0,1472601600000
1472601600000,2016-08-31,979.9571533203125,1.0,183.0,181.0,1472601600000
1473897600000,2016-09-15,975.0003662109375,1.0,184.0,181.0,1473897600000
1474243200000,2016-09-19,974.271728515625,1.0,185.0,181.0,1474243200000
1475539200000,2016-10-04,978.2210693359375,1.0,186.0,181.0,1475539200000
1490140800000,2017-03-22,968.3942260742188,1.0,183.0,181.0,1490140800000
1493164800000,2017-04-26,973.6102294921875,1.0,183.0,181.0,1493164800000
1493164800000,2017-04-26,976.3059692382812,1.0,183.0,181.0,1493164800000
1493424000000,2017-04-29,971.11181640625,1.0,183.0,181.0,1493424000000
1493510400000,2017-04-30,974.1565551757812,1.0,184.0,181.0,1493510400000
1494633600000,2017-05-13,972.457275390625,1.0,185.0,181.0,1494633600000
1494633600000,2017-05-13,973.1768798828125,1.0,183.0,181.0,1494633600000
1494806400000,2017-05-15,973.9750366210938,1.0,183.0,181.0,1494806400000
1494892800000,2017-05-16,975.1910400390625,1.0,182.0,180.0,1494892800000
1496188800000,2017-05-31,974.6544189453125,1.0,184.0,181.0,1496188800000
1496534400000,2017-06-04,975.0322265625,1.0,183.0,181.0,1496534400000
1498348800000,2017-06-25,974.3582153320312,1.0,184.0,181.0,1498348800000
1498780800000,2017-06-30,974.377685546875,1.0,183.0,181.0,1498780800000
1498867200000,2017-07-01,975.1276245117188,1.0,181.0,180.0,1498867200000
1499731200000,2017-07-11,973.2258911132812,1.0,179.0,180.0,1499731200000
1499817600000,2017-07-12,976.61279296875,1.0,185.0,181.0,1499817600000
1500076800000,2017-07-15,974.8856811523438,1.0,184.0,181.0,1500076800000
1501286400000,2017-07-29,974.7073974609375,1.0,184.0,181.0,1501286400000
1504310400000,2017-09-02,976.3170776367188,1.0,183.0,181.0,1504310400000
1505001600000,2017-09-10,982.6633911132812,1.0,184.0,181.0,1505001600000
