time,datetime,elevation,slope,aspect,hillshade,time_end
1334361600000,2012-04-14,1082.726318359375,18.0,101.0,126.0,1334361600000
1334620800000,2012-04-17,1001.6292114257812,23.0,51.0,126.0,1335139200000
1334620800000,2012-04-17,999.849609375,23.0,55.0,123.0,1334620800000
1335139200000,2012-04-23,985.6173706054688,27.0,53.0,114.0,1335139200000
1336176000000,2012-05-05,993.5274047851562,25.0,54.0,118.0,1336176000000
1336176000000,2012-05-05,987.3660278320312,28.0,55.0,111.0,1336176000000
1336435200000,2012-05-08,1006.1463012695312,19.0,27.0,154.0,1336435200000
1337040000000,2012-05-15,989.1837158203125,27.0,54.0,115.0,1337040000000
1337731200000,2012-05-23,989.7509765625,27.0,55.0,112.0,1337731200000
1340064000000,2012-06-19,988.0260620117188,34.0,39.0,117.0,1340064000000
1364256000000,2013-03-26,987.4794311523438,23.0,58.0,121.0,1364428800000
1364515200000,2013-03-29,983.9154663085938,28.0,60.0,106.0,1364515200000
1365552000000,2013-04-10,978.1943359375,30.0,56.0,105.0,1365552000000
1372896000000,2013-07-04,989.69775390625,27.0,56.0,112.0,1372896000000
1372896000000,2013-07-04,989.8392333984375,27.0,57.0,111.0,1372896000000
1372982400000,2013-07-05,993.3846435546875,26.0,57.0,113.0,1372982400000
1372982400000,2013-07-05,972.5240478515625,31.0,57.0,103.0,1372982400000
1396483200000,2014-04-03,997.2208862304688,25.0,57.0,117.0,1396483200000
1398729600000,2014-04-29,990.6507568359375,27.0,56.0,112.0,1398729600000
1398816000000,2014-04-30,979.94775390625,30.0,56.0,106.0,1399248000000
1398816000000,2014-04-30,991.1876220703125,31.0,49.0,110.0,1399248000000
1398816000000,2014-04-30,999.2022094726562,26.0,56.0,114.0,1398816000000
1399248000000,2014-05-05,988.0260620117188,28.0,55.0,110.0,1399248000000
1399420800000,2014-05-07,984.32470703125,28.0,52.0,114.0,1399420800000
1399507200000,2014-05-08,995.0419311523438,26.0,55.0,115.0,1399507200000
1400025600000,2014-05-14,976.2012939453125,30.0,56.0,105.0,1400025600000
1400284800000,2014-05-17,990.8680419921875,27.0,56.0,112.0,1400284800000
1400716800000,2014-05-22,993.51025390625,26.0,57.0,113.0,1400716800000
1429228800000,2015-04-17,998.844482421875,22.0,50.0,128.0,1429228800000
1435276800000,2015-06-26,977.6719970703125,29.0,54.0,110.0,1435104000000
1459728000000,2016-04-04,987.8858032226562,31.0,62.0,98.0,1459814400000
1459728000000,2016-04-04,983.0859985351562,30.0,56.0,105.0,1459728000000
1459814400000,2016-04-05,977.1792602539062,30.0,54.0,106.0,1459814400000
1459900800000,2016-04-06,999.5972900390625,25.0,56.0,117.0,1459900800000
1489190400000,2017-03-11,983.442138671875,13.0,27.0,162.0,1489190400000
