time,datetime,elevation,slope,aspect,hillshade,time_end
1305072000000,2011-05-11,1240.5999755859375,3.0,97.0,172.0,1305676800000
1307750400000,2011-06-11,1238.943603515625,2.0,344.0,182.0,1307750400000
1332633600000,2012-03-25,1238.056396484375,2.0,341.0,183.0,1333152000000
1340841600000,2012-06-28,1237.6927490234375,2.0,340.0,183.0,1340841600000
1342742400000,2012-07-20,1238.0689697265625,2.0,342.0,183.0,1342742400000
1344384000000,2012-08-08,1233.51513671875,2.0,343.0,182.0,1344384000000
1403740800000,2014-06-26,1238.3004150390625,2.0,343.0,182.0,1403740800000
1403913600000,2014-06-28,1240.692626953125,2.0,338.0,183.0,1403913600000
1404086400000,2014-06-30,1242.828857421875,2.0,345.0,182.0,1404086400000
1428019200000,2015-04-03,1230.1182861328125,2.0,339.0,183.0,1428624000000
1428019200000,2015-04-03,1237.607666015625,2.0,343.0,182.0,1428019200000
1428624000000,2015-04-10,1238.893798828125,2.0,347.0,182.0,1428624000000
1430438400000,2015-05-01,1226.4281005859375,3.0,348.0,182.0,1430006400000
1431043200000,2015-05-08,1242.086669921875,2.0,350.0,181.0,1431302400000
1433030400000,2015-05-31,1242.6732177734375,2.0,339.0,183.0,1432944000000
1434326400000,2015-06-15,1238.0521240234375,2.0,342.0,183.0,1434326400000
1434412800000,2015-06-16,1237.5621337890625,2.0,340.0,183.0,1434326400000
1434412800000,2015-06-16,1237.6884765625,2.0,341.0,183.0,1434412800000
1434672000000,2015-06-19,1236.98095703125,2.0,344.0,182.0,1434672000000
1435449600000,2015-06-28,1241.443603515625,2.0,339.0,183.0,1435449600000
1435622400000,2015-06-30,1241.034423828125,2.0,341.0,183.0,1435622400000
1436572800000,2015-07-11,1243.986328125,2.0,343.0,182.0,1436572800000
1436832000000,2015-07-14,1226.6348876953125,2.0,343.0,182.0,1436486400000
1436832000000,2015-07-14,1239.52978515625,2.0,347.0,182.0,1436832000000
1437350400000,2015-07-20,1240.56640625,2.0,339.0,183.0,1437350400000
1437696000000,2015-07-24,1236.183349609375,2.0,340.0,183.0,1437696000000
