time,datetime,elevation,slope,aspect,hillshade,time_end
1329955200000,2012-02-23,985.074951171875,7.0,299.0,200.0,1329955200000
1344384000000,2012-08-08,975.758056640625,8.0,296.0,202.0,1344384000000
1365552000000,2013-04-10,982.334716796875,8.0,296.0,202.0,1365552000000
1373414400000,2013-07-10,979.6890869140625,8.0,295.0,202.0,1373414400000
1403481600000,2014-06-23,984.928955078125,7.0,300.0,200.0,1403481600000
1424736000000,2015-02-24,985.560546875,8.0,295.0,202.0,1424736000000
1434067200000,2015-06-12,902.0338134765625,29.0,246.0,255.0,1434067200000
1434585600000,2015-06-18,980.3272094726562,7.0,299.0,201.0,1434585600000
1462579200000,2016-05-07,991.5386962890625,6.0,305.0,197.0,1462579200000
1490572800000,2017-03-27,990.2789306640625,7.0,295.0,200.0,1490572800000
1497916800000,2017-06-20,984.7083740234375,8.0,295.0,202.0,1497916800000
