time,datetime,elevation,slope,aspect,hillshade,time_end
1335225600000,2012-04-24,1981.1917724609375,3.0,152.0,176.0,1335225600000
1344643200000,2012-08-11,1987.974365234375,3.0,140.0,175.0,1344643200000
1367712000000,2013-05-05,1983.203125,3.0,150.0,176.0,1367712000000
1374883200000,2013-07-27,1985.673828125,3.0,147.0,176.0,1374883200000
1398556800000,2014-04-27,1982.734130859375,3.0,150.0,176.0,1398556800000
1431388800000,2015-05-12,1991.00341796875,3.0,146.0,176.0,1431475200000
1431388800000,2015-05-12,1979.3687744140625,3.0,147.0,176.0,1431475200000
1431388800000,2015-05-12,1982.7152099609375,3.0,151.0,176.0,1431388800000
1431475200000,2015-05-13,1984.148681640625,3.0,146.0,176.0,1431475200000
1458691200000,2016-03-23,1981.605224609375,3.0,147.0,176.0,1458691200000
1463702400000,2016-05-20,1979.632568359375,2.0,138.0,175.0,1463702400000
1465344000000,2016-06-08,1981.890380859375,2.0,139.0,175.0,1465344000000
1466467200000,2016-06-21,1983.59326171875,3.0,144.0,175.0,1466467200000
1467504000000,2016-07-03,1982.387451171875,3.0,147.0,176.0,1467504000000
1468195200000,2016-07-11,1985.9437255859375,2.0,139.0,175.0,1468195200000
1469145600000,2016-07-22,1984.146728515625,2.0,139.0,175.0,1469145600000
1469232000000,2016-07-23,1982.1412353515625,3.0,151.0,176.0,1469232000000
1470960000000,2016-08-12,1983.1448974609375,2.0,141.0,175.0,1470960000000
1471305600000,2016-08-16,1981.6370849609375,3.0,151.0,176.0,1471305600000
1473292800000,2016-09-08,1984.5982666015625,2.0,142.0,176.0,1473292800000
1474588800000,2016-09-23,1981.5570068359375,3.0,149.0,176.0,1474588800000
1490832000000,2017-03-30,1983.87548828125,3.0,144.0,176.0,1490832000000
1496188800000,2017-05-31,1983.895751953125,3.0,146.0,175.0,1496188800000
1496534400000,2017-06-04,1981.7120361328125,3.0,147.0,176.0,1496534400000
1497830400000,2017-06-19,1982.366455078125,3.0,149.0,176.0,1497830400000
1498176000000,2017-06-23,1979.472412109375,3.0,150.0,176.0,1498176000000
1498262400000,2017-06-24,1981.4481201171875,2.0,142.0,176.0,1498262400000
1499212800000,2017-07-05,1979.0828857421875,3.0,148.0,176.0,1499212800000
1499558400000,2017-07-09,1987.5009765625,3.0,144.0,176.0,1499558400000
1501027200000,2017-07-26,1983.125732421875,3.0,151.0,176.0,1501027200000
